work_order_id,created_at,completed_at,category,priority,site,technician,resolution_hours,sla_target_hours,sla_met,downtime_hours,labor_cost,material_cost,total_cost,month
WO-00330,2026-02-04 05:00:00,2026-02-04 15:24:42.775923141,General Maintenance,Medium,Production B,Tech E,10.4,48,1,0.5,340.95,14.21,429.58,2026-02
WO-00331,2026-05-08 01:00:00,2026-05-08 02:39:17.383257834,Controls,High,Production B,Tech A,1.7,24,1,0.0,68.93,143.67,212.6,2026-05
WO-00332,2026-06-18 02:00:00,2026-06-20 16:52:39.322510782,Electrical,Low,Production B,Tech D,62.9,72,1,2.8,3360.64,128.02,3914.52,2026-06
WO-00333,2026-02-04 08:00:00,2026-02-04 18:48:50.582287952,HVAC,High,Utility Room,Tech C,10.8,24,1,2.1,455.75,35.41,804.72,2026-02
WO-00334,2026-02-25 19:00:00,2026-02-25 21:54:20.329805116,General Maintenance,Critical,Production B,Tech A,2.9,8,1,1.0,128.51,47.11,327.06,2026-02
WO-00335,2026-01-18 10:00:00,2026-01-18 16:27:33.823793818,Controls,Medium,Production B,Tech D,6.5,48,1,0.7,302.06,134.53,534.37,2026-01
WO-00336,2026-03-13 23:00:00,2026-03-15 00:29:35.236980907,Plumbing,Low,Warehouse,Tech C,25.5,72,1,1.5,988.9,138.87,1345.43,2026-03
WO-00337,2026-06-20 19:00:00,2026-06-21 14:06:44.852268275,Mechanical,Medium,Warehouse,Tech E,19.1,48,1,1.0,830.5,57.04,1041.55,2026-06
WO-00338,2026-06-28 17:00:00,2026-06-28 18:29:02.639199158,HVAC,Critical,Utility Room,Tech D,1.5,8,1,0.0,58.41,293.25,351.66,2026-06
WO-00339,2026-04-18 13:00:00,2026-04-19 00:28:54.897109003,General Maintenance,High,Production B,Tech B,11.5,24,1,2.1,467.96,40.35,825.72,2026-04
WO-00340,2026-05-26 15:00:00,2026-05-27 08:00:34.934138738,HVAC,Medium,Production A,Tech C,17.0,48,1,1.0,548.03,172.71,867.06,2026-05
WO-00341,2026-03-17 20:00:00,2026-03-18 00:28:38.271787420,General Maintenance,Critical,Production B,Tech C,4.5,8,1,1.8,239.73,25.49,534.12,2026-03
WO-00342,2026-02-19 05:00:00,2026-02-20 10:36:36.979677160,Mechanical,Low,Production A,Tech E,29.6,72,1,1.6,1234.59,0.0,1473.18,2026-02
WO-00343,2026-05-16 16:00:00,2026-05-17 21:13:32.944852405,Controls,Medium,Production A,Tech D,29.2,48,1,1.7,1197.4,0.0,1453.13,2026-05
WO-00344,2026-05-09 19:00:00,2026-05-10 16:07:49.359399141,Plumbing,Low,Utility Room,Tech D,21.1,72,1,1.0,737.99,173.19,1065.57,2026-05
WO-00345,2026-03-05 00:00:00,2026-03-08 03:12:15.579773037,HVAC,Medium,Warehouse,Tech E,75.2,48,0,4.2,2665.23,75.87,3366.71,2026-03
WO-00346,2026-02-26 12:00:00,2026-02-27 03:53:53.107706648,HVAC,Medium,Production A,Tech D,15.9,48,1,0.0,594.4,265.85,860.26,2026-02
WO-00347,2026-01-17 13:00:00,2026-01-18 08:27:16.005730160,Electrical,Medium,Production A,Tech D,19.5,48,1,2.0,616.48,86.7,1001.9,2026-01
WO-00348,2026-04-07 22:00:00,2026-04-07 23:44:17.669324414,Controls,High,Office,Tech B,1.7,24,1,1.3,68.47,115.35,378.44,2026-04
WO-00349,2026-05-13 22:00:00,2026-05-14 13:45:54.079350848,HVAC,Medium,Production A,Tech C,15.8,48,1,0.1,745.79,139.13,903.61,2026-05
WO-00350,2026-01-02 17:00:00,2026-01-03 03:48:36.329995616,Mechanical,Low,Production B,Tech B,10.8,72,1,1.2,540.91,190.46,912.73,2026-01
WO-00351,2026-04-05 20:00:00,2026-04-07 22:48:33.221897673,Controls,Low,Production B,Tech C,50.8,72,1,2.6,2323.72,15.0,2722.23,2026-04
WO-00352,2026-02-27 08:00:00,2026-02-28 09:24:41.277832444,Controls,Medium,Warehouse,Tech E,25.4,48,1,0.8,861.58,189.83,1175.97,2026-02
WO-00353,2026-04-27 12:00:00,2026-04-28 22:50:11.627562809,Controls,Medium,Production B,Tech C,34.8,48,1,1.3,1179.54,186.12,1563.32,2026-04
WO-00354,2026-04-05 03:00:00,2026-04-06 05:14:47.646610326,HVAC,Medium,Production A,Tech A,26.2,48,1,1.5,829.34,154.19,1202.5,2026-04
WO-00355,2026-05-23 17:00:00,2026-05-23 23:07:16.615068337,Mechanical,High,Warehouse,Tech D,6.1,24,1,2.3,272.15,48.01,660.81,2026-05
WO-00356,2026-06-01 18:00:00,2026-06-02 23:47:46.314035864,HVAC,Low,Office,Tech B,29.8,72,1,1.8,1339.65,177.87,1780.32,2026-06
WO-00357,2026-03-04 02:00:00,2026-03-04 14:32:22.652262764,HVAC,Medium,Production B,Tech D,12.5,48,1,0.3,519.74,240.12,800.33,2026-03
WO-00358,2026-02-19 18:00:00,2026-02-19 22:43:39.508673592,General Maintenance,High,Production A,Tech B,4.7,24,1,0.9,198.93,63.66,391.66,2026-02
WO-00359,2026-05-09 04:00:00,2026-05-09 15:06:15.009138400,Electrical,High,Office,Tech E,11.1,24,1,0.5,569.13,244.35,890.19,2026-05
WO-00360,2026-06-10 08:00:00,2026-06-11 16:23:43.948925598,Controls,Low,Office,Tech C,32.4,72,1,1.9,1501.75,149.73,1931.07,2026-06
WO-00361,2026-01-02 20:00:00,2026-01-03 22:53:19.980750601,Mechanical,Low,Warehouse,Tech B,26.9,72,1,2.0,1122.62,244.93,1661.23,2026-01
WO-00362,2026-06-23 11:00:00,2026-06-23 19:01:29.350186383,General Maintenance,Medium,Utility Room,Tech D,8.0,48,1,0.1,302.1,86.09,410.58,2026-06
WO-00363,2026-04-05 06:00:00,2026-04-07 03:08:47.726557379,Electrical,Medium,Production A,Tech E,45.1,48,1,1.7,1397.91,102.41,1752.73,2026-04
WO-00364,2026-03-24 10:00:00,2026-03-24 19:48:21.458347648,General Maintenance,Medium,Warehouse,Tech E,9.8,48,1,0.4,388.8,99.58,554.97,2026-03
WO-00365,2026-03-11 08:00:00,2026-03-12 06:04:52.297829226,General Maintenance,Medium,Production A,Tech B,22.1,48,1,1.6,1021.88,50.9,1313.52,2026-03
WO-00366,2026-04-09 14:00:00,2026-04-10 16:13:06.669323213,HVAC,Low,Warehouse,Tech C,26.2,72,1,1.1,1103.71,309.01,1579.46,2026-04
WO-00367,2026-05-09 14:00:00,2026-05-10 02:52:41.452460632,Plumbing,Medium,Production A,Tech C,12.9,48,1,0.1,383.95,229.18,621.94,2026-05
WO-00368,2026-06-18 12:00:00,2026-06-18 16:22:34.242296416,Mechanical,High,Utility Room,Tech E,4.4,24,1,0.8,169.68,74.53,364.41,2026-06
WO-00369,2026-05-31 15:00:00,2026-06-01 02:37:51.812891286,Plumbing,High,Production A,Tech B,11.6,24,1,3.1,527.06,231.95,1216.53,2026-05
WO-00370,2026-02-04 09:00:00,2026-02-06 10:31:32.951403153,HVAC,Medium,Production A,Tech B,49.5,48,0,2.2,2013.16,208.22,2547.11,2026-02
WO-00371,2026-06-02 18:00:00,2026-06-03 19:34:53.239358206,Mechanical,Medium,Production B,Tech A,25.6,48,1,1.2,865.77,175.46,1225.1,2026-06
WO-00372,2026-04-11 22:00:00,2026-04-12 01:41:30.417181875,Mechanical,Medium,Production A,Tech D,3.7,48,1,0.0,132.31,0.0,132.31,2026-04
WO-00373,2026-03-31 08:00:00,2026-03-31 23:42:53.017424904,Controls,Low,Production A,Tech A,15.7,72,1,0.5,515.09,165.21,755.78,2026-03
WO-00374,2026-04-05 00:00:00,2026-04-05 08:15:48.982440118,Electrical,Low,Production A,Tech D,8.3,72,1,0.0,322.36,105.04,427.4,2026-04
WO-00375,2026-02-16 01:00:00,2026-02-16 21:52:18.102658239,HVAC,Low,Warehouse,Tech E,20.9,72,1,1.3,971.67,106.4,1267.0,2026-02
WO-00376,2026-04-25 14:00:00,2026-04-26 07:41:09.545576411,Plumbing,Medium,Warehouse,Tech C,17.7,48,1,0.5,810.41,63.0,945.13,2026-04
WO-00377,2026-04-15 00:00:00,2026-04-15 05:01:14.310430341,General Maintenance,Medium,Warehouse,Tech B,5.0,48,1,0.1,236.94,42.4,292.55,2026-04
WO-00378,2026-04-19 12:00:00,2026-04-21 08:27:00.174236775,Electrical,Medium,Production A,Tech B,44.5,48,1,2.1,1772.72,183.85,2274.87,2026-04
WO-00379,2026-02-17 19:00:00,2026-02-17 20:00:14.539434425,Electrical,Critical,Warehouse,Tech B,1.0,8,1,0.0,42.32,243.17,285.49,2026-02
WO-00380,2026-02-03 06:00:00,2026-02-03 23:08:15.426239269,General Maintenance,High,Production B,Tech A,17.1,24,1,3.5,772.01,76.1,1368.2,2026-02
WO-00381,2026-03-02 13:00:00,2026-03-04 05:25:25.777214081,Controls,Medium,Production A,Tech C,40.4,48,1,1.6,1650.91,107.36,1995.58,2026-03
WO-00382,2026-03-05 16:00:00,2026-03-08 22:02:20.062026919,Mechanical,Low,Production A,Tech B,78.0,72,0,3.7,4057.24,131.23,4745.71,2026-03
WO-00383,2026-03-15 15:00:00,2026-03-17 07:19:19.114223097,Mechanical,Medium,Production A,Tech D,40.3,48,1,2.4,2084.38,169.52,2608.65,2026-03
WO-00384,2026-01-29 04:00:00,2026-01-29 20:19:25.293863347,Controls,Medium,Production A,Tech D,16.3,48,1,1.3,560.72,144.83,902.41,2026-01
WO-00385,2026-04-06 17:00:00,2026-04-07 15:09:54.913217976,Mechanical,High,Production B,Tech E,22.2,24,1,5.8,848.66,302.07,2023.4,2026-04
WO-00386,2026-06-12 08:00:00,2026-06-12 12:54:44.456184806,General Maintenance,Critical,Production B,Tech E,4.9,8,1,1.4,211.13,75.1,490.82,2026-06
WO-00387,2026-02-06 16:00:00,2026-02-06 21:09:34.579888350,Electrical,High,Office,Tech E,5.2,24,1,2.2,284.58,286.37,896.17,2026-02
WO-00388,2026-03-07 17:00:00,2026-03-08 11:37:12.992138155,Controls,Medium,Office,Tech C,18.6,48,1,1.4,683.66,149.3,1049.41,2026-03
WO-00389,2026-04-26 03:00:00,2026-04-27 00:58:29.320223841,HVAC,Low,Warehouse,Tech C,22.0,72,1,1.2,1015.44,155.37,1351.36,2026-04
WO-00390,2026-06-30 00:00:00,2026-07-02 12:23:28.698375899,Plumbing,Low,Office,Tech D,60.4,72,1,2.9,3071.47,101.25,3607.23,2026-06
WO-00391,2026-03-01 06:00:00,2026-03-01 17:57:42.232622031,Plumbing,Medium,Production B,Tech A,12.0,48,1,1.3,507.3,31.33,734.0,2026-03
WO-00392,2026-06-18 22:00:00,2026-06-19 03:05:49.063566894,Mechanical,Critical,Production A,Tech B,5.1,8,1,2.0,169.58,138.53,607.1,2026-06
WO-00393,2026-01-09 19:00:00,2026-01-09 20:38:48.638560617,Mechanical,Critical,Utility Room,Tech B,1.6,8,1,0.1,72.07,171.61,251.93,2026-01
WO-00394,2026-03-02 14:00:00,2026-03-03 09:54:57.851274690,Controls,Medium,Production A,Tech E,19.9,48,1,1.1,742.82,84.77,995.08,2026-03
WO-00395,2026-01-15 11:00:00,2026-01-16 06:54:16.698887731,Controls,Medium,Warehouse,Tech D,19.9,48,1,1.2,439.67,313.3,931.96,2026-01
WO-00396,2026-03-08 20:00:00,2026-03-10 16:54:16.135505825,Plumbing,Low,Production A,Tech B,44.9,72,1,3.3,1911.91,245.9,2659.93,2026-03
WO-00397,2026-06-24 18:00:00,2026-06-27 21:20:43.394069478,Plumbing,Low,Production A,Tech C,75.3,72,0,4.4,3906.13,155.13,4727.55,2026-06
WO-00398,2026-04-12 12:00:00,2026-04-12 16:30:06.823702906,HVAC,High,Warehouse,Tech D,4.5,24,1,0.5,231.62,279.11,586.31,2026-04
WO-00399,2026-04-02 00:00:00,2026-04-04 04:06:01.991663691,Plumbing,Low,Warehouse,Tech B,52.1,72,1,2.1,1998.9,86.19,2398.66,2026-04
WO-00400,2026-05-14 02:00:00,2026-05-14 11:40:10.723481857,HVAC,Medium,Production A,Tech D,9.7,48,1,0.6,366.44,131.08,582.18,2026-05
WO-00401,2026-04-11 09:00:00,2026-04-12 05:51:29.306217870,HVAC,Low,Production A,Tech E,20.9,72,1,0.5,663.54,0.0,740.53,2026-04
WO-00402,2026-04-10 02:00:00,2026-04-10 07:02:02.148310254,General Maintenance,Medium,Production B,Tech D,5.0,48,1,0.0,230.43,34.88,265.3,2026-04
WO-00403,2026-01-24 06:00:00,2026-01-24 20:16:36.071457237,Electrical,High,Production A,Tech C,14.3,24,1,4.4,487.02,0.0,1141.28,2026-01
WO-00404,2026-01-12 21:00:00,2026-01-14 00:26:03.333213785,Mechanical,Medium,Production A,Tech C,27.4,48,1,2.1,1271.4,180.99,1765.1,2026-01
WO-00405,2026-01-22 21:00:00,2026-01-23 06:58:44.461325310,Electrical,Medium,Production A,Tech C,10.0,48,1,0.1,373.45,299.22,688.78,2026-01
WO-00406,2026-01-14 01:00:00,2026-01-14 17:02:55.868991403,HVAC,High,Office,Tech C,16.0,24,1,2.6,704.89,154.08,1244.82,2026-01
WO-00407,2026-04-20 13:00:00,2026-04-20 21:05:43.118045646,Electrical,High,Utility Room,Tech D,8.1,24,1,1.4,302.3,146.62,655.65,2026-04
WO-00408,2026-01-19 23:00:00,2026-01-21 02:38:39.856633825,HVAC,Medium,Warehouse,Tech A,27.6,48,1,1.5,1260.26,143.18,1623.28,2026-01
WO-00409,2026-02-10 03:00:00,2026-02-10 13:55:44.842633553,General Maintenance,Low,Office,Tech A,10.9,72,1,0.6,455.01,65.66,613.29,2026-02
WO-00410,2026-04-18 21:00:00,2026-04-20 04:41:43.447993967,Mechanical,Medium,Production B,Tech C,31.7,48,1,2.0,1386.8,119.96,1809.49,2026-04
WO-00411,2026-04-06 11:00:00,2026-04-06 15:08:25.324330224,Plumbing,Medium,Warehouse,Tech A,4.1,48,1,0.0,154.68,89.66,244.35,2026-04
WO-00412,2026-01-04 06:00:00,2026-01-05 20:33:27.342609559,Electrical,Medium,Production A,Tech B,38.6,48,1,1.7,1472.13,207.39,1930.41,2026-01
WO-00413,2026-01-14 15:00:00,2026-01-15 09:43:07.785141387,Electrical,High,Warehouse,Tech C,18.7,24,1,1.9,533.26,253.53,1067.89,2026-01
WO-00414,2026-02-15 04:00:00,2026-02-16 05:54:17.613377554,Electrical,Low,Production A,Tech B,25.9,72,1,1.6,1225.67,169.45,1630.04,2026-02
WO-00415,2026-02-20 00:00:00,2026-02-20 20:50:05.531863828,HVAC,Low,Office,Tech B,20.8,72,1,0.8,622.09,184.22,925.02,2026-02
WO-00416,2026-02-25 02:00:00,2026-02-25 21:16:52.360756484,Mechanical,High,Warehouse,Tech C,19.3,24,1,2.4,954.16,285.89,1598.92,2026-02
WO-00417,2026-01-21 21:00:00,2026-01-22 14:18:44.927096329,Electrical,Low,Production A,Tech B,17.3,72,1,1.2,846.79,214.99,1237.63,2026-01
WO-00418,2026-04-27 14:00:00,2026-04-29 05:51:55.067179465,Mechanical,Medium,Production A,Tech A,39.9,48,1,1.4,1305.35,0.0,1517.52,2026-04
WO-00419,2026-05-30 15:00:00,2026-06-01 04:12:39.756257768,HVAC,Low,Production A,Tech E,37.2,72,1,2.2,1785.51,96.1,2209.51,2026-05
WO-00420,2026-03-30 08:00:00,2026-03-31 07:07:33.559148947,Mechanical,Low,Warehouse,Tech C,23.1,72,1,1.1,979.27,242.68,1392.62,2026-03
WO-00421,2026-05-15 22:00:00,2026-05-16 01:35:12.734595786,Plumbing,High,Production A,Tech D,3.6,24,1,0.8,147.08,0.0,272.06,2026-05
WO-00422,2026-03-29 18:00:00,2026-03-30 04:53:44.068246919,Mechanical,Medium,Office,Tech C,10.9,48,1,0.8,496.84,194.79,814.25,2026-03
WO-00423,2026-01-30 03:00:00,2026-01-31 10:49:38.054380562,Controls,Low,Warehouse,Tech B,31.8,72,1,1.2,1453.23,145.91,1777.04,2026-01
WO-00424,2026-04-15 21:00:00,2026-04-16 01:32:50.066334543,Controls,Critical,Production A,Tech E,4.5,8,1,0.1,192.2,163.6,363.78,2026-04
WO-00425,2026-06-11 23:00:00,2026-06-12 15:51:27.113126977,General Maintenance,Low,Production A,Tech A,16.9,72,1,0.9,718.0,0.0,855.05,2026-06
WO-00426,2026-03-26 20:00:00,2026-03-27 23:12:27.154432815,Controls,Low,Warehouse,Tech D,27.2,72,1,1.8,1198.08,100.25,1561.88,2026-03
WO-00427,2026-01-27 10:00:00,2026-01-28 05:51:59.319362449,General Maintenance,Medium,Office,Tech B,19.9,48,1,1.0,1008.23,127.08,1288.07,2026-01
WO-00428,2026-05-27 19:00:00,2026-05-30 16:06:28.257911465,Controls,Medium,Production A,Tech D,69.1,48,0,3.6,3308.44,60.31,3904.61,2026-05
WO-00429,2026-02-01 11:00:00,2026-02-05 12:26:29.234354181,Mechanical,Low,Office,Tech D,97.4,72,0,4.8,4786.54,183.03,5682.22,2026-02
WO-00430,2026-04-21 10:00:00,2026-04-22 23:40:31.355152434,HVAC,Medium,Production A,Tech A,37.7,48,1,1.7,1201.99,143.72,1598.38,2026-04
WO-00431,2026-06-28 16:00:00,2026-06-29 04:49:13.892810491,Electrical,Low,Warehouse,Tech B,12.8,72,1,1.7,332.03,86.12,667.88,2026-06
WO-00432,2026-05-27 03:00:00,2026-05-27 13:16:26.804019425,Electrical,High,Warehouse,Tech C,10.3,24,1,2.1,438.29,261.12,1018.08,2026-05
WO-00433,2026-05-20 18:00:00,2026-05-21 08:51:09.775763091,Mechanical,Medium,Production A,Tech B,14.9,48,1,1.0,565.63,187.97,905.83,2026-05
WO-00434,2026-02-06 15:00:00,2026-02-08 23:27:10.742284513,HVAC,Medium,Production A,Tech C,56.5,48,0,3.5,1917.62,193.69,2637.9,2026-02
WO-00435,2026-05-27 15:00:00,2026-05-28 05:44:20.707855018,Mechanical,Medium,Production A,Tech A,14.7,48,1,0.9,648.72,339.54,1127.36,2026-05
WO-00436,2026-01-17 09:00:00,2026-01-17 23:20:03.696483045,HVAC,Medium,Production A,Tech C,14.3,48,1,1.2,576.38,101.51,853.74,2026-01
WO-00437,2026-04-15 21:00:00,2026-04-17 18:43:05.966658709,Controls,Medium,Production A,Tech A,45.7,48,1,2.5,2001.7,206.82,2582.97,2026-04
WO-00438,2026-05-25 02:00:00,2026-05-25 15:13:46.095783368,HVAC,High,Warehouse,Tech C,13.2,24,1,0.0,479.75,88.79,568.54,2026-05
WO-00439,2026-05-26 16:00:00,2026-05-30 00:05:29.675265990,General Maintenance,Medium,Production A,Tech C,80.1,48,0,4.1,3367.5,56.05,4040.73,2026-05
WO-00440,2026-05-09 11:00:00,2026-05-09 13:48:54.569692732,HVAC,Low,Utility Room,Tech A,2.8,72,1,0.5,136.54,190.84,396.9,2026-05
WO-00441,2026-06-05 11:00:00,2026-06-05 13:27:02.958265308,Electrical,High,Production A,Tech E,2.5,24,1,0.0,117.67,172.01,289.69,2026-06
WO-00442,2026-06-06 22:00:00,2026-06-07 05:05:01.344482397,Electrical,Critical,Production A,Tech A,7.1,8,1,0.3,261.03,83.53,392.89,2026-06
WO-00443,2026-04-28 16:00:00,2026-04-30 00:30:44.854740216,HVAC,Low,Production A,Tech C,32.5,72,1,1.7,1365.34,173.73,1792.48,2026-04
WO-00444,2026-04-23 02:00:00,2026-04-23 06:33:02.826011307,Electrical,High,Production A,Tech B,4.6,24,1,1.0,231.82,107.04,486.08,2026-04
WO-00445,2026-01-11 11:00:00,2026-01-12 04:49:30.656725084,HVAC,High,Production B,Tech C,17.8,24,1,4.3,977.64,98.15,1727.22,2026-01
WO-00446,2026-04-15 13:00:00,2026-04-15 18:36:39.033339609,HVAC,High,Production A,Tech E,5.6,24,1,1.9,272.61,312.35,868.41,2026-04
WO-00447,2026-03-23 08:00:00,2026-03-25 07:16:07.742153583,HVAC,Medium,Production B,Tech A,47.3,48,1,1.7,2004.25,50.75,2309.14,2026-03
WO-00448,2026-05-07 16:00:00,2026-05-07 20:38:05.957123371,General Maintenance,Medium,Office,Tech A,4.6,48,1,0.0,221.8,37.1,258.9,2026-05
WO-00449,2026-06-08 18:00:00,2026-06-08 22:10:31.830200584,HVAC,Low,Utility Room,Tech E,4.2,72,1,0.0,165.58,95.77,261.36,2026-06
WO-00450,2026-03-08 19:00:00,2026-03-09 07:41:02.218287052,Controls,High,Production B,Tech B,12.7,24,1,2.8,547.06,28.26,1000.84,2026-03
WO-00451,2026-03-19 13:00:00,2026-03-19 23:29:38.412444638,Plumbing,High,Production A,Tech E,10.5,24,1,3.9,448.28,210.41,1241.63,2026-03
WO-00452,2026-02-17 03:00:00,2026-02-17 12:47:31.837376524,HVAC,High,Warehouse,Tech B,9.8,24,1,1.2,514.33,183.79,881.85,2026-02
WO-00453,2026-01-09 14:00:00,2026-01-09 16:08:12.547814133,Electrical,Critical,Production B,Tech A,2.1,8,1,0.0,74.43,165.96,240.56,2026-01
WO-00454,2026-04-28 10:00:00,2026-04-28 16:16:52.401369652,Electrical,Medium,Utility Room,Tech B,6.3,48,1,1.3,223.74,253.45,673.4,2026-04
WO-00455,2026-06-03 20:00:00,2026-06-04 04:36:29.959305874,Controls,Low,Production A,Tech C,8.6,72,1,0.5,292.58,242.72,612.45,2026-06
WO-00456,2026-03-07 21:00:00,2026-03-08 00:10:10.043701984,General Maintenance,Critical,Warehouse,Tech A,3.2,8,1,1.0,145.67,80.23,370.76,2026-03
WO-00457,2026-02-13 20:00:00,2026-02-16 01:25:50.096680972,HVAC,Medium,Warehouse,Tech C,53.4,48,0,2.7,2701.76,77.62,3188.73,2026-02
WO-00458,2026-03-02 07:00:00,2026-03-02 14:42:30.603511930,Electrical,High,Office,Tech B,7.7,24,1,0.0,347.06,86.53,433.58,2026-03
WO-00459,2026-04-15 16:00:00,2026-04-18 15:06:10.828917338,HVAC,Low,Production B,Tech E,71.1,72,1,3.8,2589.62,250.25,3405.35,2026-04
WO-00460,2026-04-24 06:00:00,2026-04-25 06:24:41.212445470,General Maintenance,Low,Production A,Tech B,24.4,72,1,1.3,967.35,29.85,1187.91,2026-04
WO-00461,2026-01-11 18:00:00,2026-01-13 18:14:37.005207069,HVAC,Medium,Production A,Tech A,48.2,48,0,2.3,1980.74,109.76,2431.29,2026-01
WO-00462,2026-01-29 17:00:00,2026-01-31 17:34:00.980330902,Electrical,Medium,Production B,Tech E,48.6,48,0,2.5,1872.14,183.11,2433.14,2026-01
WO-00463,2026-06-09 03:00:00,2026-06-11 09:13:47.030857609,Controls,Medium,Production B,Tech C,54.2,48,0,2.6,1974.28,156.65,2514.75,2026-06
WO-00464,2026-02-03 00:00:00,2026-02-03 20:31:34.354605687,HVAC,High,Production A,Tech D,20.5,24,1,5.2,1142.71,208.65,2124.96,2026-02
WO-00465,2026-01-27 02:00:00,2026-01-27 18:05:42.191639594,General Maintenance,High,Production B,Tech D,16.1,24,1,1.1,525.31,32.79,729.95,2026-01
WO-00466,2026-04-24 07:00:00,2026-04-25 02:22:03.874461804,Mechanical,High,Utility Room,Tech E,19.4,24,1,4.8,964.42,113.21,1801.0,2026-04
WO-00467,2026-02-12 18:00:00,2026-02-13 03:57:57.460985464,HVAC,Critical,Warehouse,Tech A,10.0,8,0,0.5,398.18,312.91,788.83,2026-02
WO-00468,2026-04-03 04:00:00,2026-04-03 09:23:42.602419491,HVAC,High,Office,Tech C,5.4,24,1,1.6,213.14,163.16,610.02,2026-04
WO-00469,2026-02-19 09:00:00,2026-02-22 03:55:06.450801045,Controls,Medium,Warehouse,Tech C,66.9,48,0,3.4,3314.17,315.3,4134.68,2026-02
WO-00470,2026-04-15 22:00:00,2026-04-18 19:34:13.549706673,HVAC,Low,Production A,Tech A,69.6,72,1,2.9,3244.41,207.85,3884.19,2026-04
WO-00471,2026-02-07 16:00:00,2026-02-09 00:37:08.154281471,Electrical,Medium,Production A,Tech E,32.6,48,1,2.1,1510.42,74.68,1897.79,2026-02
WO-00472,2026-01-15 14:00:00,2026-01-16 10:11:02.697952725,HVAC,Medium,Warehouse,Tech A,20.2,48,1,1.2,920.47,251.11,1344.5,2026-01
WO-00473,2026-06-25 07:00:00,2026-06-26 03:01:41.134337179,General Maintenance,Medium,Production A,Tech A,20.0,48,1,1.4,814.28,50.12,1068.27,2026-06
WO-00474,2026-06-09 19:00:00,2026-06-10 21:09:23.576832721,General Maintenance,Low,Production A,Tech D,26.2,72,1,1.1,1130.8,16.76,1315.88,2026-06
WO-00475,2026-06-22 23:00:00,2026-06-24 20:21:46.434467812,Plumbing,Low,Production A,Tech E,45.4,72,1,3.1,1555.57,131.72,2159.19,2026-06
WO-00476,2026-01-21 23:00:00,2026-01-22 10:30:41.650369447,Electrical,Medium,Office,Tech D,11.5,48,1,0.9,476.89,91.14,704.98,2026-01
WO-00477,2026-04-16 17:00:00,2026-04-17 14:09:13.681557174,HVAC,Low,Warehouse,Tech B,21.2,72,1,0.8,776.92,358.79,1262.04,2026-04
WO-00478,2026-03-25 15:00:00,2026-03-25 23:18:31.123861809,Mechanical,High,Production B,Tech E,8.3,24,1,0.9,337.14,252.07,727.54,2026-03
WO-00479,2026-03-05 01:00:00,2026-03-06 06:49:29.127671642,Controls,Medium,Production A,Tech D,29.8,48,1,2.4,1076.7,212.74,1646.23,2026-03
WO-00480,2026-03-08 06:00:00,2026-03-09 00:39:56.941309547,General Maintenance,High,Production B,Tech A,18.7,24,1,4.9,968.78,26.29,1730.42,2026-03
WO-00481,2026-02-27 18:00:00,2026-02-28 23:46:11.992966650,Mechanical,Medium,Warehouse,Tech D,29.8,48,1,1.3,1232.42,236.43,1658.39,2026-02
WO-00482,2026-03-21 23:00:00,2026-03-22 14:34:02.237467005,General Maintenance,Low,Office,Tech A,15.6,72,1,1.3,704.96,116.0,1022.06,2026-03
WO-00483,2026-05-29 11:00:00,2026-05-30 05:18:22.041022921,Plumbing,Medium,Production A,Tech B,18.3,48,1,0.8,684.66,284.79,1092.81,2026-05
WO-00484,2026-01-24 22:00:00,2026-01-25 03:56:58.338467106,HVAC,Low,Production A,Tech D,5.9,72,1,0.4,241.58,329.34,627.87,2026-01
WO-00485,2026-03-29 13:00:00,2026-03-29 16:12:36.114464839,HVAC,Low,Production B,Tech E,3.2,72,1,0.0,115.83,182.0,297.83,2026-03
WO-00486,2026-02-20 02:00:00,2026-02-20 10:50:28.926139193,HVAC,Medium,Production A,Tech B,8.8,48,1,0.2,340.95,232.44,598.44,2026-02
WO-00487,2026-02-22 09:00:00,2026-02-23 22:46:24.873272837,Mechanical,Low,Warehouse,Tech C,37.8,72,1,2.1,1600.89,185.59,2102.39,2026-02
WO-00488,2026-01-06 04:00:00,2026-01-06 09:11:25.367777287,Controls,Critical,Production A,Tech E,5.2,8,1,2.0,225.45,235.45,763.14,2026-01
WO-00489,2026-01-15 06:00:00,2026-01-16 21:55:29.530161740,HVAC,Low,Production B,Tech A,39.9,72,1,1.5,1978.46,156.32,2362.24,2026-01
WO-00490,2026-05-16 18:00:00,2026-05-17 16:26:02.546104198,Electrical,High,Warehouse,Tech D,22.4,24,1,5.3,1021.16,143.36,1955.96,2026-05
WO-00491,2026-01-18 03:00:00,2026-01-19 02:30:01.342437183,Plumbing,Medium,Office,Tech C,23.5,48,1,0.5,777.79,81.99,940.19,2026-01
WO-00492,2026-01-29 07:00:00,2026-01-29 21:50:10.194859459,General Maintenance,Medium,Warehouse,Tech D,14.8,48,1,0.8,563.88,23.78,708.51,2026-01
WO-00493,2026-05-25 09:00:00,2026-05-26 06:36:05.919169303,Mechanical,High,Warehouse,Tech B,21.6,24,1,4.5,646.08,21.53,1347.98,2026-05
WO-00494,2026-03-01 08:00:00,2026-03-02 02:37:10.132251793,Plumbing,Low,Production A,Tech A,18.6,72,1,1.1,600.16,112.99,876.72,2026-03
